timestamp,x,y,z
1.4567E+15,0.0625,-0.666016,0.777344
1.4567E+15,0.0585938,-0.662109,0.77832
1.4567E+15,0.0649414,-0.664063,0.770508
1.4567E+15,0.0605469,-0.672363,0.765625
1.4567E+15,0.0581055,-0.664063,0.762207
1.4567E+15,0.0610352,-0.662598,0.76709
1.4567E+15,0.0605469,-0.661621,0.772461
1.4567E+15,0.065918,-0.66748,0.767578
1.4567E+15,0.0634766,-0.665527,0.76709
1.4567E+15,0.0610352,-0.660645,0.763672
1.4567E+15,0.0561523,-0.666504,0.775391
1.4567E+15,0.0449219,-0.663574,0.772461
1.4567E+15,0.0522461,-0.671387,0.765625
1.4567E+15,0.0820313,-0.671387,0.742188
1.4567E+15,0.0668945,-0.651855,0.790039
1.4567E+15,0.0410156,-0.650391,0.76416
1.4567E+15,0.050293,-0.667969,0.770996
1.4567E+15,0.0664063,-0.674316,0.770508
1.4567E+15,0.0639648,-0.666016,0.773438
1.4567E+15,0.0483398,-0.631836,0.767578
1.4567E+15,0.0620117,-0.650391,0.76709
1.4567E+15,0.0556641,-0.671387,0.773926
1.4567E+15,0.0424805,-0.660645,0.794434
1.4567E+15,0.0429688,-0.671875,0.802734
1.4567E+15,0.0336914,-0.653809,0.788574
1.4567E+15,0.0888672,-0.626953,0.671387
1.4567E+15,0.0678711,-0.718262,0.77832
1.4567E+15,0.0541992,-0.665039,0.75293
1.4567E+15,0.0732422,-0.611328,0.759766
1.4567E+15,0.0776367,-0.65918,0.756836
1.4567E+15,0.0854492,-0.654297,0.767578
1.4567E+15,0.0629883,-0.640137,0.75293
1.4567E+15,0.0498047,-0.669922,0.757813
1.4567E+15,0.043457,-0.6875,0.758789
1.4567E+15,0.0605469,-0.675293,0.757324
1.4567E+15,0.0664063,-0.658691,0.782227
1.4567E+15,0.0688477,-0.65332,0.782715
1.4567E+15,0.0673828,-0.664063,0.788574
1.4567E+15,0.0605469,-0.663086,0.780762
1.4567E+15,0.0600586,-0.669922,0.77832
1.4567E+15,0.0644531,-0.661621,0.777832
1.4567E+15,0.0600586,-0.653809,0.762695
1.4567E+15,0.0639648,-0.656738,0.75293
1.4567E+15,0.0541992,-0.674316,0.77002
1.4567E+15,0.0532227,-0.657715,0.757324
1.4567E+15,0.0634766,-0.658203,0.764648
1.4567E+15,0.0688477,-0.663574,0.762207
1.4567E+15,0.0644531,-0.65918,0.77832
1.4567E+15,0.059082,-0.654297,0.771973
1.4567E+15,0.0625,-0.65918,0.769043
1.4567E+15,0.0678711,-0.661133,0.758301
1.4567E+15,0.0717773,-0.657227,0.764648
1.4567E+15,0.0644531,-0.661133,0.771484
1.4567E+15,0.0664063,-0.661621,0.76709
1.4567E+15,0.0649414,-0.661133,0.767578
1.4567E+15,0.0649414,-0.660156,0.770508
1.4567E+15,0.0625,-0.662109,0.768555
1.4567E+15,0.0703125,-0.665527,0.763672
1.4567E+15,0.0678711,-0.668457,0.774902
1.4567E+15,0.0644531,-0.666992,0.770996
1.4567E+15,0.0620117,-0.664063,0.771973
1.4567E+15,0.0634766,-0.657715,0.770508
1.4567E+15,0.0629883,-0.661621,0.770508
1.4567E+15,0.0644531,-0.661621,0.755859
1.4567E+15,0.0820313,-0.662598,0.747559
1.4567E+15,0.0708008,-0.658203,0.781738
1.4567E+15,0.0615234,-0.648438,0.760742
1.4567E+15,0.0546875,-0.658691,0.774902
1.4567E+15,0.0605469,-0.666992,0.753418
1.4567E+15,0.0673828,-0.65625,0.765625
1.4567E+15,0.0698242,-0.646484,0.765137
1.4567E+15,0.0683594,-0.657227,0.775879
1.4567E+15,0.0634766,-0.665039,0.785156
1.4567E+15,0.0507813,-0.676758,0.796875
1.4567E+15,0.0493164,-0.678711,0.789551
1.4567E+15,0.0371094,-0.685547,0.800781
1.4567E+15,0.0585938,-0.644531,0.76709
1.4567E+15,0.0180664,-0.720215,0.790527
1.4567E+15,0.0556641,-0.687012,0.760254
1.4567E+15,0.0825195,-0.595215,0.73877
1.4567E+15,0.0917969,-0.638184,0.743652
1.4567E+15,0.102539,-0.643555,0.75293
1.4567E+15,0.0766602,-0.628418,0.766113
1.4567E+15,0.0439453,-0.667969,0.767578
1.4567E+15,0.0415039,-0.695801,0.76416
1.4567E+15,0.0395508,-0.687988,0.760254
1.4567E+15,0.0698242,-0.665039,0.775879
1.4567E+15,0.0712891,-0.644043,0.777832
1.4567E+15,0.0727539,-0.648926,0.780762
1.4567E+15,0.065918,-0.664063,0.775879
1.4567E+15,0.0585938,-0.680176,0.796387
1.4567E+15,0.0595703,-0.66748,0.785645
1.4567E+15,0.0517578,-0.65918,0.767578
1.4567E+15,0.0683594,-0.661133,0.74707
1.4567E+15,0.0605469,-0.66748,0.769531
1.4567E+15,0.059082,-0.646973,0.740234
1.4567E+15,0.0737305,-0.654297,0.758789
1.4567E+15,0.0600586,-0.659668,0.758789
1.4567E+15,0.0673828,-0.666504,0.763184
1.4567E+15,0.0585938,-0.659668,0.779785
1.4567E+15,0.059082,-0.652344,0.773438
1.4567E+15,0.0668945,-0.665039,0.771484
1.4567E+15,0.0717773,-0.669434,0.761719
1.4567E+15,0.0595703,-0.668945,0.764648
1.4567E+15,0.0678711,-0.666504,0.762695
1.4567E+15,0.0615234,-0.659668,0.767578
1.4567E+15,0.0625,-0.665527,0.765137
1.4567E+15,0.0644531,-0.667969,0.768555
1.4567E+15,0.0620117,-0.67041,0.760742
1.4567E+15,0.0683594,-0.663086,0.761719
1.4567E+15,0.0756836,-0.660156,0.77002
1.4567E+15,0.0634766,-0.656738,0.775879
1.4567E+15,0.0566406,-0.655273,0.76416
1.4567E+15,0.0639648,-0.67334,0.766113
1.4567E+15,0.0693359,-0.660156,0.769531
1.4567E+15,0.0615234,-0.650879,0.77002
1.4567E+15,0.0610352,-0.63916,0.75293
1.4567E+15,0.0712891,-0.663574,0.76416
1.4567E+15,0.059082,-0.662598,0.765137
1.4567E+15,0.0576172,-0.652832,0.766602
1.4567E+15,0.0639648,-0.662109,0.77002
1.4567E+15,0.065918,-0.668457,0.770508
1.4567E+15,0.0541992,-0.664063,0.77002
1.4567E+15,0.0673828,-0.663086,0.771484
1.4567E+15,0.0644531,-0.666016,0.774414
1.4567E+15,0.0693359,-0.665527,0.775391
1.4567E+15,0.0639648,-0.661133,0.778809
1.4567E+15,0.0605469,-0.662598,0.768555
1.4567E+15,0.0615234,-0.657715,0.764648
1.4567E+15,0.0615234,-0.657227,0.76416
1.4567E+15,0.0625,-0.659668,0.757324
1.4567E+15,0.0693359,-0.667969,0.751953
1.4567E+15,0.0639648,-0.660645,0.751465
1.4567E+15,0.0620117,-0.660645,0.768555
1.4567E+15,0.0634766,-0.667969,0.767578
1.4567E+15,0.065918,-0.66748,0.777832
1.4567E+15,0.0605469,-0.665039,0.768066
1.4567E+15,0.0654297,-0.668945,0.771973
1.4567E+15,0.0605469,-0.65918,0.765625
1.4567E+15,0.0639648,-0.669922,0.754883
1.4567E+15,0.0634766,-0.671387,0.761719
1.4567E+15,0.0576172,-0.667969,0.76709
1.4567E+15,0.0585938,-0.663086,0.770996
1.4567E+15,0.0566406,-0.655762,0.762695
1.4567E+15,0.0644531,-0.665527,0.75
1.4567E+15,0.0620117,-0.663574,0.754883
1.4567E+15,0.0541992,-0.656738,0.754883
1.4567E+15,0.0512695,-0.653809,0.750488
1.4567E+15,0.050293,-0.664063,0.753418
1.4567E+15,0.0668945,-0.666504,0.758789
1.4567E+15,0.0585938,-0.665527,0.759277
1.4567E+15,0.0576172,-0.67334,0.759277
1.4567E+15,0.0512695,-0.682129,0.76416
1.4567E+15,0.0551758,-0.681641,0.769043
1.4567E+15,0.0551758,-0.674805,0.780273
1.4567E+15,0.0522461,-0.670898,0.774902
1.4567E+15,0.0473633,-0.669922,0.772949
1.4567E+15,0.0493164,-0.668945,0.770508
1.4567E+15,0.0517578,-0.671875,0.760254
1.4567E+15,0.0483398,-0.668945,0.763184
1.4567E+15,0.050293,-0.66748,0.751465
1.4567E+15,0.0585938,-0.67041,0.760254
1.4567E+15,0.0566406,-0.671875,0.760254
1.4567E+15,0.0585938,-0.662598,0.762695
1.4567E+15,0.0585938,-0.663574,0.772949
1.4567E+15,0.0561523,-0.663086,0.77832
1.4567E+15,0.0517578,-0.662598,0.768555
1.4567E+15,0.0546875,-0.668945,0.76416
1.4567E+15,0.0556641,-0.671875,0.76416
1.4567E+15,0.0478516,-0.67334,0.765625
1.4567E+15,0.0522461,-0.671387,0.75
1.4567E+15,0.0546875,-0.67334,0.77002
1.4567E+15,0.0512695,-0.668457,0.765137
1.4567E+15,0.0551758,-0.654785,0.754883
1.4567E+15,0.0576172,-0.651855,0.757813
1.4567E+15,0.059082,-0.662598,0.765137
